date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper,calculated_cfr,cfr_difference,calculated_prop_sev,year,month,month_name,quarter,year_month,period,cfr_valid,epidemiological_consistency,prop_sev_difference,confirmation_rate,severe_case_rate,mortality_rate,cases_yoy_change,cases_3m_avg,high_burden_flag
2024-08-01,2024-08-01,AFR,African Region,Mali,MLI,231.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0158423438765577,0.0,0.0158423438765577,0.0,0.0,0.0,2024,8,August,3,2024-08,2023-2024,True,True,0.0,3.9,0.0,0.0,,289.33,0
2024-09-01,2024-09-01,AFR,African Region,Mali,MLI,478.0,78.0,0.0,0.0,0.0,0.0,0.0,0.007687618967648246,0.0,0.007687618967648246,0.0,0.0,0.0,2024,9,September,3,2024-09,2023-2024,True,True,0.0,16.32,0.0,0.0,,376.67,0
2024-10-01,2024-10-01,AFR,African Region,Mali,MLI,1024.0,236.0,,5.0,0.0048828125,,0.001587279412019025,0.01135779336167253,,,0.49,-0.4851171875,,2024,10,October,4,2024-10,2023-2024,True,False,,23.05,,0.49,,577.67,0
2024-11-01,2024-11-01,AFR,African Region,Mali,MLI,1772.0,388.0,,1.0,0.000564334085778781,,1.428759995400853e-05,0.003140215274354337,,,0.06,-0.05943566591422122,,2024,11,November,4,2024-11,2023-2024,True,False,,21.9,,0.06,,1091.33,0
2024-12-01,2024-12-01,AFR,African Region,Mali,MLI,632.0,148.0,,0.0,0.0,,0.0,0.005819833354203541,,,0.0,0.0,,2024,12,December,4,2024-12,2023-2024,True,False,,23.42,,0.0,,1142.67,0
2025-01-01,2025-01-01,AFR,African Region,Mali,MLI,511.0,,,72.0,0.1409001956947162,,0.1119059252140196,0.1741219561876903,,,14.09,-13.949099804305284,,2025,1,January,1,2025-01,2025+,True,False,,,,14.09,-11.28,971.67,0
2025-02-01,2025-02-01,AFR,African Region,Mali,MLI,453.0,100.0,,0.0,0.0,,0.0,0.008110155538798125,,,0.0,0.0,,2025,2,February,1,2025-02,2025+,True,False,,22.08,,0.0,-57.54,532.0,0
2025-03-01,2025-03-01,AFR,African Region,Mali,MLI,332.0,66.0,,0.0,0.0,,0.0,0.01104958260208821,,,0.0,0.0,,2025,3,March,1,2025-03,2025+,True,False,,19.88,,0.0,-70.41,432.0,0
2025-04-01,2025-04-01,AFR,African Region,Mali,MLI,186.0,49.0,,0.0,0.0,,0.0,0.01963731126397705,,,0.0,0.0,,2025,4,April,2,2025-04,2025+,True,False,,26.34,,0.0,-68.69,323.67,0
2025-05-01,2025-05-01,AFR,African Region,Mali,MLI,242.0,13.0,,0.0,0.0,,0.0,0.01512771245341549,,,0.0,0.0,,2025,5,May,2,2025-05,2025+,True,False,,5.37,,0.0,-82.99,253.33,0
2025-06-01,2025-06-01,AFR,African Region,Mali,MLI,233.0,40.0,,0.0,0.0,,0.0,0.01570743174646871,,,0.0,0.0,,2025,6,June,2,2025-06,2025+,True,False,,17.17,,0.0,7.87,220.33,0
2025-07-01,2025-07-01,AFR,African Region,Mali,MLI,384.0,53.0,,0.0,0.0,,0.0,0.009560462304124218,,,0.0,0.0,,2025,7,July,3,2025-07,2025+,True,False,,13.8,,0.0,-8.79,286.33,0
2025-08-01,2025-08-01,AFR,African Region,Mali,MLI,361.0,81.0,,0.0,0.0,,0.0,0.01016647112372915,,,0.0,0.0,,2025,8,August,3,2025-08,2025+,True,False,,22.44,,0.0,56.28,326.0,0
2025-09-01,2025-09-01,AFR,African Region,Mali,MLI,272.0,53.0,,0.0,0.0,,0.0,0.01347050646173953,,,0.0,0.0,,2025,9,September,3,2025-09,2025+,True,False,,19.49,,0.0,-43.1,339.0,0
2025-10-01,2025-10-01,AFR,African Region,Mali,MLI,490.0,192.0,,0.0,0.0,,0.0,0.007500058553297495,,,0.0,0.0,,2025,10,October,4,2025-10,2025+,True,False,,39.18,,0.0,-52.15,374.33,0
2025-11-01,2025-11-01,AFR,African Region,Mali,MLI,506.0,127.0,,0.0,0.0,,0.0,0.007263766001725958,,,0.0,0.0,,2025,11,November,4,2025-11,2025+,True,False,,25.1,,0.0,-71.44,422.67,0
2026-01-01,2026-01-01,AFR,African Region,Mali,MLI,239.0,32.0,,0.0,0.0,,0.0,0.01531613844990465,,,0.0,0.0,,2026,1,January,1,2026-01,2025+,True,False,,13.39,,0.0,-62.18,411.67,0
2026-02-01,2026-02-01,AFR,African Region,Mali,MLI,263.0,86.0,,1.0,0.003802281368821293,,9.62607962302715e-05,0.0210017443011562,,,0.38,-0.37619771863117873,,2026,2,February,1,2026-02,2025+,True,False,,32.7,,0.38,-48.53,336.0,0
2026-03-01,2026-03-01,AFR,African Region,Mali,MLI,183.0,34.0,,0.0,0.0,,0.0,0.01995600084131621,,,0.0,0.0,,2026,3,March,1,2026-03,2025+,True,False,,18.58,,0.0,-59.6,228.33,0
2026-04-01,2026-04-01,AFR,African Region,Mali,MLI,303.0,58.0,,0.0,0.0,,0.0,0.01210071002207924,,,0.0,0.0,,2026,4,April,2,2026-04,2025+,True,False,,19.14,,0.0,-8.73,249.67,0
2026-05-01,2026-05-01,AFR,African Region,Mali,MLI,274.0,16.0,,0.0,0.0,,0.0,0.01337284199971633,,,0.0,0.0,,2026,5,May,2,2026-05,2025+,True,False,,5.84,,0.0,47.31,253.33,0
2026-06-01,2026-06-01,AFR,African Region,Mali,MLI,230.0,36.0,,0.0,0.0,,0.0,0.01591067274776681,,,0.0,0.0,,2026,6,June,2,2026-06,2025+,True,False,,15.65,,0.0,-4.96,269.0,0
2024-01-01,2024-01-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,1,January,1,2024-01,2023-2024,False,False,,,,,,0.0,0
2024-02-01,2024-02-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,2,February,1,2024-02,2023-2024,False,False,,,,,,0.0,0
2024-03-01,2024-03-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,3,March,1,2024-03,2023-2024,False,False,,,,,,0.0,0
2024-04-01,2024-04-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,4,April,2,2024-04,2023-2024,False,False,,,,,,0.0,0
2024-05-01,2024-05-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,5,May,2,2024-05,2023-2024,False,False,,,,,,0.0,0
2024-06-01,2024-06-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,6,June,2,2024-06,2023-2024,False,False,,,,,,0.0,0
2024-07-01,2024-07-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,7,July,3,2024-07,2023-2024,False,False,,,,,,0.0,0
2024-08-01,2024-08-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,8,August,3,2024-08,2023-2024,False,False,,,,,,0.0,0
2024-09-01,2024-09-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,9,September,3,2024-09,2023-2024,False,False,,,,,,0.0,0
2024-10-01,2024-10-01,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,,,,,2024,10,October,4,2024-10,2023-2024,False,False,,,,,,0.0,0
2024-11-01,2024-11-01,EUR,European Region,Malta,MLT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2024,11,November,4,2024-11,2023-2024,False,True,,,,,,0.0,0
2024-12-01,2024-12-01,EUR,European Region,Malta,MLT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2024,12,December,4,2024-12,2023-2024,False,True,,,,,,0.0,0
2025-01-01,2025-01-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,1,January,1,2025-01,2025+,False,False,,,,,,0.0,0
2025-02-01,2025-02-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,2,February,1,2025-02,2025+,False,False,,,,,,0.0,0
2025-03-01,2025-03-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,3,March,1,2025-03,2025+,False,False,,,,,,0.0,0
2025-04-01,2025-04-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,4,April,2,2025-04,2025+,False,False,,,,,,0.0,0
2025-05-01,2025-05-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,5,May,2,2025-05,2025+,False,False,,,,,,0.0,0
2025-06-01,2025-06-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,6,June,2,2025-06,2025+,False,False,,,,,,0.0,0
2025-07-01,2025-07-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,7,July,3,2025-07,2025+,False,False,,,,,,0.0,0
2025-08-01,2025-08-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,8,August,3,2025-08,2025+,False,False,,,,,,0.0,0
2025-09-01,2025-09-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,9,September,3,2025-09,2025+,False,False,,,,,,0.0,0
2025-10-01,2025-10-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,10,October,4,2025-10,2025+,False,False,,,,,,0.0,0
2025-11-01,2025-11-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,11,November,4,2025-11,2025+,False,False,,,,,,0.0,0
2025-12-01,2025-12-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2025,12,December,4,2025-12,2025+,False,False,,,,,,0.0,0
2026-01-01,2026-01-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,1,January,1,2026-01,2025+,False,False,,,,,,0.0,0
2026-02-01,2026-02-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,2,February,1,2026-02,2025+,False,False,,,,,,0.0,0
2026-03-01,2026-03-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,3,March,1,2026-03,2025+,False,False,,,,,,0.0,0
2026-04-01,2026-04-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,4,April,2,2026-04,2025+,False,False,,,,,,0.0,0
2026-05-01,2026-05-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,5,May,2,2026-05,2025+,False,False,,,,,,0.0,0
2026-06-01,2026-06-01,EUR,European Region,Malta,MLT,0.0,0.0,,0.0,,,0.0,1.0,,,,,,2026,6,June,2,2026-06,2025+,False,False,,,,,,0.0,0
2024-01-01,2024-01-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,1,January,1,2024-01,2023-2024,False,False,,,,,,0.0,0
2024-02-01,2024-02-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,2,February,1,2024-02,2023-2024,False,False,,,,,,0.0,0
2024-03-01,2024-03-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,3,March,1,2024-03,2023-2024,False,False,,,,,,0.0,0
2024-04-01,2024-04-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,4,April,2,2024-04,2023-2024,False,False,,,,,,0.0,0
2024-05-01,2024-05-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,5,May,2,2024-05,2023-2024,False,False,,,,,,0.0,0
2024-06-01,2024-06-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,6,June,2,2024-06,2023-2024,False,False,,,,,,0.0,0
2024-07-01,2024-07-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,7,July,3,2024-07,2023-2024,False,False,,,,,,0.0,0
2024-08-01,2024-08-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2024,8,August,3,2024-08,2023-2024,False,False,,,,,,0.0,0
2025-01-01,2025-01-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,1,January,1,2025-01,2025+,False,False,,,,,,0.0,0
2025-02-01,2025-02-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,2,February,1,2025-02,2025+,False,False,,,,,,0.0,0
2025-03-01,2025-03-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,3,March,1,2025-03,2025+,False,False,,,,,,0.0,0
2025-04-01,2025-04-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,4,April,2,2025-04,2025+,False,False,,,,,,0.0,0
2025-05-01,2025-05-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,5,May,2,2025-05,2025+,False,False,,,,,,0.0,0
2025-06-01,2025-06-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,6,June,2,2025-06,2025+,False,False,,,,,,0.0,0
2025-07-01,2025-07-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,7,July,3,2025-07,2025+,False,False,,,,,,0.0,0
2025-08-01,2025-08-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,8,August,3,2025-08,2025+,False,False,,,,,,0.0,0
2025-09-01,2025-09-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,9,September,3,2025-09,2025+,False,False,,,,,,0.0,0
2025-10-01,2025-10-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,10,October,4,2025-10,2025+,False,False,,,,,,0.0,0
2025-11-01,2025-11-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,11,November,4,2025-11,2025+,False,False,,,,,,0.0,0
2025-12-01,2025-12-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2025,12,December,4,2025-12,2025+,False,False,,,,,,0.0,0
2026-01-01,2026-01-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2026,1,January,1,2026-01,2025+,False,False,,,,,,0.0,0
2026-02-01,2026-02-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2026,2,February,1,2026-02,2025+,False,False,,,,,,0.0,0
2026-03-01,2026-03-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2026,3,March,1,2026-03,2025+,False,False,,,,,,0.0,0
2026-04-01,2026-04-01,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,,,,,2026,4,April,2,2026-04,2025+,False,False,,,,,,0.0,0
2014-01-01,2014-01-01,AMR,Region of the Americas,Martinique,MTQ,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.02085869534905738,0.0,0.02085869534905738,0.0,0.0,0.0,2014,1,January,1,2014-01,Pre-2020,True,True,0.0,100.0,0.0,0.0,,175.0,0
2014-02-01,2014-02-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,2,February,1,2014-02,Pre-2020,False,False,,,,,,175.0,0
2014-03-01,2014-03-01,AMR,Region of the Americas,Martinique,MTQ,1505.0,0.0,11.0,0.0,0.0,0.007308970099667774,0.0,0.002448081243346114,0.003654092929954271,0.01304005376749084,0.0,0.0,0.73,2014,3,March,1,2014-03,Pre-2020,True,True,-0.7226910299003322,0.0,0.73,0.0,,840.0,0
2014-04-01,2014-04-01,AMR,Region of the Americas,Martinique,MTQ,0.0,411.0,0.0,2.0,,,,,0.0,1.0,,,,2014,4,April,2,2014-04,Pre-2020,False,False,,,,,,752.5,0
2014-05-01,2014-05-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,5,May,2,2014-05,Pre-2020,False,False,,,,,,752.5,0
2014-06-01,2014-06-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,6,June,2,2014-06,Pre-2020,False,False,,,,,,0.0,0
2014-07-01,2014-07-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,7,July,3,2014-07,Pre-2020,False,False,,,,,,,0
2014-08-01,2014-08-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,8,August,3,2014-08,Pre-2020,False,False,,,,,,,0
2014-09-01,2014-09-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,9,September,3,2014-09,Pre-2020,False,False,,,,,,,0
2014-10-01,2014-10-01,AMR,Region of the Americas,Martinique,MTQ,0.0,124.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,10,October,4,2014-10,Pre-2020,False,False,,,,,,0.0,0
2014-11-01,2014-11-01,AMR,Region of the Americas,Martinique,MTQ,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2014,11,November,4,2014-11,Pre-2020,False,True,,,,,,0.0,0
2014-12-01,2014-12-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2014,12,December,4,2014-12,Pre-2020,False,False,,,,,,0.0,0
2015-01-01,2015-01-01,AMR,Region of the Americas,Martinique,MTQ,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1157033082220278,0.0,0.1157033082220278,0.0,0.0,0.0,2015,1,January,1,2015-01,Pre-2020,True,True,0.0,10.0,0.0,0.0,-82.86,15.0,0
2015-02-01,2015-02-01,AMR,Region of the Americas,Martinique,MTQ,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,2,February,1,2015-02,Pre-2020,False,True,,,,,-100.0,15.0,0
2015-03-01,2015-03-01,AMR,Region of the Americas,Martinique,MTQ,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,3,March,1,2015-03,Pre-2020,False,False,,,,,-100.0,10.0,0
2015-04-01,2015-04-01,AMR,Region of the Americas,Martinique,MTQ,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,4,April,2,2015-04,Pre-2020,False,True,,,,,,0.0,0
2015-06-01,2015-06-01,AMR,Region of the Americas,Martinique,MTQ,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,6,June,2,2015-06,Pre-2020,False,False,,,,,,0.0,0
2015-09-01,2015-09-01,AMR,Region of the Americas,Martinique,MTQ,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,9,September,3,2015-09,Pre-2020,False,True,,,,,,0.0,0
2015-12-01,2015-12-01,AMR,Region of the Americas,Martinique,MTQ,177.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02062545147957673,0.0,0.02062545147957673,0.0,0.0,0.0,2015,12,December,4,2015-12,Pre-2020,True,True,0.0,9.6,0.0,0.0,inf,59.0,0
2016-01-01,2016-01-01,AMR,Region of the Americas,Martinique,MTQ,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2059072142078227,0.0,0.2059072142078227,0.0,0.0,0.0,2016,1,January,1,2016-01,Pre-2020,True,True,0.0,100.0,0.0,0.0,inf,64.33,0
2016-03-01,2016-03-01,AMR,Region of the Americas,Martinique,MTQ,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01470557803397921,0.0,0.01470557803397921,0.0,0.0,0.0,2016,3,March,1,2016-03,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,147.33,0
2016-04-01,2016-04-01,AMR,Region of the Americas,Martinique,MTQ,73.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04927706089585926,0.0,0.04927706089585926,0.0,0.0,0.0,2016,4,April,2,2016-04,Pre-2020,True,True,0.0,16.44,0.0,0.0,inf,112.67,0
2016-05-01,2016-05-01,AMR,Region of the Americas,Martinique,MTQ,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868122393229258,0.0,0.05868122393229258,0.0,0.0,0.0,2016,5,May,2,2016-05,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,127.67,0
2016-07-01,2016-07-01,AMR,Region of the Americas,Martinique,MTQ,33.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.1057628100745792,0.0,0.1057628100745792,0.0,0.0,0.0,2016,7,July,3,2016-07,Pre-2020,True,True,0.0,-12.12,0.0,0.0,inf,55.67,0
2016-09-01,2016-09-01,AMR,Region of the Americas,Martinique,MTQ,-274.0,-11.0,0.0,0.0,,,,,,,,,,2016,9,September,3,2016-09,Pre-2020,False,False,,,,,-1013.33,-60.0,0
2016-12-01,2016-12-01,AMR,Region of the Americas,Martinique,MTQ,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2016,12,December,4,2016-12,Pre-2020,False,True,,,,,,-80.33,0
2017-01-01,2017-01-01,AMR,Region of the Americas,Martinique,MTQ,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534,0.0,0.0,0.0,2017,1,January,1,2017-01,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,-86.33,0
2017-02-01,2017-02-01,AMR,Region of the Americas,Martinique,MTQ,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1950643229690932,0.0,0.1950643229690932,0.0,0.0,0.0,2017,2,February,1,2017-02,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,10.67,0
2017-03-01,2017-03-01,AMR,Region of the Americas,Martinique,MTQ,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2470526380004709,0.0,0.2470526380004709,0.0,0.0,0.0,2017,3,March,1,2017-03,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,15.0,0
2017-04-01,2017-04-01,AMR,Region of the Americas,Martinique,MTQ,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1950643229690932,0.0,0.1950643229690932,0.0,0.0,0.0,2017,4,April,2,2017-04,Pre-2020,True,True,0.0,0.0,0.0,0.0,inf,15.67,0
2017-05-01,2017-05-01,AMR,Region of the Americas,Martinique,MTQ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133,0.0,0.0,0.0,2017,5,May,2,2017-05,Pre-2020,True,True,0.0,0.0,0.0,0.0,-98.31,11.0,0
2017-06-01,2017-06-01,AMR,Region of the Americas,Martinique,MTQ,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429,0.0,0.0,0.0,2017,6,June,2,2017-06,Pre-2020,True,True,0.0,0.0,0.0,0.0,-43.75,9.67,0
2017-07-01,2017-07-01,AMR,Region of the Americas,Martinique,MTQ,-2.0,1.0,0.0,0.0,,,,,,,,,,2017,7,July,3,2017-07,Pre-2020,False,False,,,,,-100.8,3.33,0
2017-08-01,2017-08-01,AMR,Region of the Americas,Martinique,MTQ,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429,0.0,0.0,0.0,2017,8,August,3,2017-08,Pre-2020,True,True,0.0,22.22,0.0,0.0,-87.67,5.33,0
2017-09-01,2017-09-01,AMR,Region of the Americas,Martinique,MTQ,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2017,9,September,3,2017-09,Pre-2020,False,False,,,,,-100.0,2.33,0
2017-10-01,2017-10-01,AMR,Region of the Americas,Martinique,MTQ,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1277028676154324,0.0,0.1277028676154324,0.0,0.0,0.0,2017,10,October,4,2017-10,Pre-2020,True,True,0.0,7.41,0.0,0.0,-18.18,12.0,0
2017-11-01,2017-11-01,AMR,Region of the Americas,Martinique,MTQ,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814,0.0,0.0,0.0,2017,11,November,4,2017-11,Pre-2020,True,True,0.0,20.0,0.0,0.0,-101.82,10.67,0
2017-12-01,2017-12-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2017,12,December,4,2017-12,Pre-2020,False,False,,,,,inf,16.0,0
2018-01-01,2018-01-01,AMR,Region of the Americas,Martinique,MTQ,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927706089585926,0.0,0.04927706089585926,0.0,0.0,0.0,2018,1,January,1,2018-01,Pre-2020,True,True,0.0,0.0,0.0,0.0,386.67,39.0,0
2018-02-01,2018-02-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,2,February,1,2018-02,Pre-2020,False,False,,,,,329.41,73.0,0
2018-03-01,2018-03-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,3,March,1,2018-03,Pre-2020,False,False,,,,,461.54,73.0,0
2018-04-01,2018-04-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,4,April,2,2018-04,Pre-2020,False,False,,,,,329.41,,0
2018-05-01,2018-05-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,5,May,2,2018-05,Pre-2020,False,False,,,,,2333.33,,0
2018-06-01,2018-06-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,6,June,2,2018-06,Pre-2020,False,False,,,,,711.11,,0
2018-07-01,2018-07-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,7,July,3,2018-07,Pre-2020,False,False,,,,,-3750.0,,0
2018-08-01,2018-08-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,8,August,3,2018-08,Pre-2020,False,False,,,,,711.11,,0
2018-09-01,2018-09-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,9,September,3,2018-09,Pre-2020,False,False,,,,,inf,,0
2018-10-01,2018-10-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,10,October,4,2018-10,Pre-2020,False,False,,,,,170.37,,0
2018-11-01,2018-11-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,11,November,4,2018-11,Pre-2020,False,False,,,,,1360.0,,0
2018-12-01,2018-12-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2018,12,December,4,2018-12,Pre-2020,False,False,,,,,1360.0,,0
2019-01-01,2019-01-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2019,1,January,1,2019-01,Pre-2020,False,False,,,,,0.0,,0
2019-02-01,2019-02-01,AMR,Region of the Americas,Martinique,MTQ,93.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03888899853427585,0.0,0.03888899853427585,0.0,0.0,0.0,2019,2,February,1,2019-02,Pre-2020,True,True,0.0,5.38,0.0,0.0,27.4,93.0,0
2019-03-01,2019-03-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2019,3,March,1,2019-03,Pre-2020,False,False,,,,,27.4,93.0,0
2019-04-01,2019-04-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2019,4,April,2,2019-04,Pre-2020,False,False,,,,,27.4,93.0,0
2019-05-01,2019-05-01,AMR,Region of the Americas,Martinique,MTQ,,,,,,,,,,,,,,2019,5,May,2,2019-05,Pre-2020,False,False,,,,,27.4,,0
